jurisdiccion,edad_grupo,sexo,nacimientos
Jujuy,35 a 39,femenino,6
Jujuy,35 a 39,femenino,6
Bs.As.,40 a 44,femenino,37
Mendoza,30 a 34,femenino,191
Mendoza,30 a 34,femenino,1
Tierra del Fuego,30 a 34,femenino,2
Catamarca,35 a 39,femenino,21
Salta,40 a 44,femenino,10
Mendoza,35 a 39,femenino,1
Mendoza,40 a 44,femenino,1
Mendoza,40 a 44,femenino,1
Salta,40 a 44,femenino,3
Córdoba,35 a 39,femenino,4
Salta,40 a 44,femenino,1
Córdoba,35 a 39,femenino,94
Córdoba,35 a 39,femenino,66
Córdoba,35 a 39,femenino,2
Jujuy,35 a 39,femenino,1
Jujuy,35 a 39,femenino,1
Salta,40 a 44,femenino,1
Bs.As.,20 a 24,femenino,2
Jujuy,35 a 39,femenino,1
Jujuy,35 a 39,femenino,1
Bs.As.,20 a 24,femenino,2
Bs.As.,40 a 44,femenino,7
Bs.As.,40 a 44,femenino,37
Chaco,30 a 34,femenino,3
Chaco,30 a 34,femenino,2
Chaco,30 a 34,femenino,2
Chaco,30 a 34,femenino,4
Chaco,30 a 34,femenino,45
Chaco,30 a 34,femenino,92
Chaco,30 a 34,femenino,86
Chaco,30 a 34,femenino,1
Chaco,30 a 34,femenino,2
Chaco,30 a 34,femenino,1
Chaco,30 a 34,femenino,1
Chaco,30 a 34,femenino,1
Bs.As.,De 45 y más,femenino,3
Bs.As.,De 45 y más,femenino,8
Bs.As.,De 45 y más,femenino,15
Bs.As.,De 45 y más,femenino,7
Bs.As.,De 45 y más,femenino,1
Bs.As.,35 a 39,femenino,38
Bs.As.,35 a 39,femenino,36
Bs.As.,35 a 39,femenino,15
Bs.As.,35 a 39,femenino,7
Bs.As.,35 a 39,femenino,6
Bs.As.,35 a 39,femenino,55
CABA,15 a 19,femenino,18
Jujuy,40 a 44,femenino,2
Jujuy,40 a 44,femenino,5
Jujuy,40 a 44,femenino,3
Jujuy,40 a 44,femenino,2
Jujuy,40 a 44,femenino,1
Jujuy,40 a 44,femenino,1
Jujuy,40 a 44,femenino,2
Jujuy,40 a 44,femenino,8
Jujuy,40 a 44,femenino,11
Jujuy,40 a 44,femenino,1
Jujuy,40 a 44,femenino,8
Córdoba,15 a 19,femenino,1
Córdoba,15 a 19,femenino,7
Jujuy,40 a 44,femenino,1
Córdoba,15 a 19,femenino,65
Catamarca,20 a 24,femenino,1
Chaco,35 a 39,femenino,3
CABA,35 a 39,femenino,1
CABA,35 a 39,femenino,1
CABA,35 a 39,femenino,10
CABA,35 a 39,femenino,102
CABA,35 a 39,femenino,186
CABA,35 a 39,femenino,151
CABA,35 a 39,femenino,1
Bs.As.,De 45 y más,femenino,1
Bs.As.,De 45 y más,femenino,2
Bs.As.,De 45 y más,femenino,4
Bs.As.,De 45 y más,femenino,4
Bs.As.,De 45 y más,femenino,4
Bs.As.,De 45 y más,femenino,4
CABA,35 a 39,femenino,38
Chaco,30 a 34,femenino,1
Chaco,30 a 34,femenino,1
Chaco,30 a 34,femenino,4
Chaco,30 a 34,femenino,8
Chaco,30 a 34,femenino,10
Chaco,30 a 34,femenino,2
Bs.As.,Sin especificar,femenino,1
Río Negro,20 a 24,femenino,2
Río Negro,20 a 24,femenino,2
Bs.As.,Sin especificar,femenino,1
Bs.As.,Sin especificar,femenino,1
Bs.As.,Sin especificar,femenino,1
Bs.As.,Sin especificar,femenino,1
Bs.As.,Sin especificar,femenino,1
Santa Cruz,30 a 34,femenino,23
Santa Cruz,35 a 39,femenino,1
Córdoba,40 a 44,femenino,2
Chaco,35 a 39,femenino,1
Salta,25 a 29,femenino,9
Entre Ríos,20 a 24,femenino,3
CABA,30 a 34,femenino,1
La Pampa,25 a 29,femenino,10
La Pampa,25 a 29,femenino,40
Neuquén,20 a 24,femenino,1
Neuquén,25 a 29,femenino,1
La Pampa,25 a 29,femenino,1
La Pampa,25 a 29,femenino,2
La Pampa,25 a 29,femenino,1
La Pampa,25 a 29,femenino,4
La Pampa,25 a 29,femenino,9
Neuquén,25 a 29,femenino,1
Neuquén,25 a 29,femenino,2
Neuquén,25 a 29,femenino,2
Neuquén,25 a 29,femenino,9
Neuquén,25 a 29,femenino,32
Neuquén,25 a 29,femenino,30
Mendoza,40 a 44,femenino,3
Neuquén,25 a 29,femenino,2
Neuquén,25 a 29,femenino,2
Neuquén,25 a 29,femenino,4
Neuquén,25 a 29,femenino,8
La Pampa,30 a 34,femenino,1
La Pampa,30 a 34,femenino,1
Bs.As.,20 a 24,femenino,1
Bs.As.,20 a 24,femenino,1
Bs.As.,20 a 24,femenino,2
Bs.As.,20 a 24,femenino,1
Bs.As.,20 a 24,femenino,6
Bs.As.,20 a 24,femenino,2
Entre Ríos,25 a 29,femenino,78
Entre Ríos,25 a 29,femenino,172
Bs.As.,20 a 24,femenino,12
Bs.As.,20 a 24,femenino,22
Bs.As.,20 a 24,femenino,24
La Pampa,30 a 34,femenino,27
La Pampa,30 a 34,femenino,32
La Pampa,30 a 34,femenino,1
La Pampa,30 a 34,femenino,1
Entre Ríos,25 a 29,femenino,1
Entre Ríos,25 a 29,femenino,1
La Pampa,30 a 34,femenino,3
Neuquén,25 a 29,femenino,1
La Pampa,30 a 34,femenino,7
San Luis,15 a 19,femenino,2
Neuquén,25 a 29,femenino,2
Neuquén,25 a 29,femenino,1
Neuquén,25 a 29,femenino,1
Neuquén,25 a 29,femenino,3
Neuquén,25 a 29,femenino,12
Bs.As.,20 a 24,femenino,129
Bs.As.,25 a 29,femenino,4
Bs.As.,25 a 29,femenino,1
Bs.As.,25 a 29,femenino,4
Bs.As.,25 a 29,femenino,1
Neuquén,25 a 29,femenino,18
CABA,Menor de 15,femenino,2
CABA,Menor de 15,femenino,1
CABA,Menor de 15,femenino,1
CABA,Menor de 15,femenino,1
CABA,15 a 19,femenino,1
CABA,15 a 19,femenino,1
CABA,15 a 19,femenino,1
CABA,15 a 19,femenino,1
CABA,15 a 19,femenino,3
CABA,15 a 19,femenino,2
CABA,15 a 19,femenino,1
CABA,15 a 19,femenino,2
CABA,15 a 19,femenino,10
CABA,15 a 19,femenino,34
Bs.As.,25 a 29,femenino,5
Bs.As.,25 a 29,femenino,4
Bs.As.,25 a 29,femenino,2
Bs.As.,25 a 29,femenino,1
Bs.As.,25 a 29,femenino,2
Bs.As.,25 a 29,femenino,18
Chubut,40 a 44,femenino,1
Córdoba,25 a 29,femenino,6
Córdoba,25 a 29,femenino,64
CABA,35 a 39,femenino,76
CABA,35 a 39,femenino,58
CABA,40 a 44,femenino,1
Entre Ríos,30 a 34,femenino,1
Jujuy,30 a 34,femenino,6
Entre Ríos,30 a 34,femenino,1
Entre Ríos,30 a 34,femenino,3
Chaco,35 a 39,femenino,1
Chubut,15 a 19,femenino,10
Chubut,15 a 19,femenino,15
Chubut,15 a 19,femenino,9
Chubut,15 a 19,femenino,1
Chubut,15 a 19,femenino,1
Chubut,15 a 19,femenino,1
Chubut,15 a 19,femenino,4
Chubut,15 a 19,femenino,11
Chubut,15 a 19,femenino,7
Chubut,20 a 24,femenino,1
Chubut,20 a 24,femenino,1
Chubut,20 a 24,femenino,1
Chubut,20 a 24,femenino,1
Chubut,20 a 24,femenino,1
Entre Ríos,30 a 34,femenino,75
Entre Ríos,30 a 34,femenino,1
Entre Ríos,30 a 34,femenino,1
CABA,35 a 39,femenino,1
Bs.As.,Menor de 15,femenino,2
Bs.As.,Menor de 15,femenino,2
Bs.As.,Menor de 15,femenino,10
Jujuy,15 a 19,femenino,1
Bs.As.,25 a 29,femenino,111
Jujuy,20 a 24,femenino,4
Entre Ríos,30 a 34,femenino,1
Bs.As.,25 a 29,femenino,1223
Córdoba,25 a 29,femenino,7
Entre Ríos,30 a 34,femenino,240
Entre Ríos,30 a 34,femenino,130
Chubut,15 a 19,femenino,1
Chubut,15 a 19,femenino,1
Chubut,15 a 19,femenino,2
Córdoba,25 a 29,femenino,138
Chaco,35 a 39,femenino,3
CABA,35 a 39,femenino,2
CABA,35 a 39,femenino,1
CABA,40 a 44,femenino,30
Jujuy,30 a 34,femenino,1
Chaco,35 a 39,femenino,1
Chubut,15 a 19,femenino,1
Chaco,20 a 24,femenino,1
Bs.As.,Sin especificar,femenino,4
Bs.As.,25 a 29,femenino,2
Bs.As.,25 a 29,femenino,1
Bs.As.,25 a 29,femenino,1
Córdoba,25 a 29,femenino,3
Córdoba,25 a 29,femenino,2
Córdoba,25 a 29,femenino,2
Córdoba,25 a 29,femenino,8
Córdoba,25 a 29,femenino,1
Córdoba,25 a 29,femenino,4
Córdoba,25 a 29,femenino,15
Córdoba,25 a 29,femenino,44
Córdoba,25 a 29,femenino,30
Córdoba,25 a 29,femenino,10
Córdoba,25 a 29,femenino,2
Jujuy,20 a 24,femenino,3
Jujuy,20 a 24,femenino,1
Jujuy,20 a 24,femenino,3
Bs.As.,25 a 29,femenino,5
Bs.As.,25 a 29,femenino,3
Bs.As.,25 a 29,femenino,1
Bs.As.,25 a 29,femenino,2
Entre Ríos,35 a 39,femenino,3
Bs.As.,25 a 29,femenino,9
Bs.As.,25 a 29,femenino,4
Bs.As.,25 a 29,femenino,3
Bs.As.,25 a 29,femenino,5
Bs.As.,25 a 29,femenino,1
Bs.As.,25 a 29,femenino,3
Bs.As.,25 a 29,femenino,12
Chubut,40 a 44,femenino,4
Chubut,15 a 19,femenino,2
Chubut,15 a 19,femenino,2
Chubut,40 a 44,femenino,5
Chaco,35 a 39,femenino,34
CABA,35 a 39,femenino,1
CABA,40 a 44,femenino,13
Chubut,15 a 19,femenino,1
Catamarca,20 a 24,femenino,2
Córdoba,25 a 29,femenino,9
Chaco,35 a 39,femenino,1
Chubut,40 a 44,femenino,15
Chubut,40 a 44,femenino,7
Chubut,40 a 44,femenino,1
Chubut,40 a 44,femenino,2
Chubut,40 a 44,femenino,6
Chubut,40 a 44,femenino,1
CABA,40 a 44,femenino,1
CABA,40 a 44,femenino,13
CABA,35 a 39,femenino,1
CABA,35 a 39,femenino,3
CABA,35 a 39,femenino,10
CABA,35 a 39,femenino,10
CABA,35 a 39,femenino,1
CABA,35 a 39,femenino,2
Chaco,35 a 39,femenino,2
Chaco,35 a 39,femenino,1
Chaco,35 a 39,femenino,10
Chaco,35 a 39,femenino,21
Entre Ríos,35 a 39,femenino,2
Entre Ríos,35 a 39,femenino,1
Entre Ríos,35 a 39,femenino,1
Entre Ríos,35 a 39,femenino,8
Chubut,Menor de 15,femenino,1
Chubut,Menor de 15,femenino,2
Chubut,Menor de 15,femenino,1
Chubut,15 a 19,femenino,1
Chubut,15 a 19,femenino,1
Chubut,15 a 19,femenino,1
Entre Ríos,35 a 39,femenino,6
Entre Ríos,35 a 39,femenino,5
Chubut,40 a 44,femenino,2
Chubut,40 a 44,femenino,1
Chubut,15 a 19,femenino,2
Chubut,15 a 19,femenino,20
Chaco,35 a 39,femenino,34
CABA,35 a 39,femenino,2
Entre Ríos,35 a 39,femenino,1
Córdoba,25 a 29,femenino,10
Entre Ríos,35 a 39,femenino,1
Entre Ríos,40 a 44,femenino,1
Entre Ríos,40 a 44,femenino,1
Entre Ríos,40 a 44,femenino,1
Entre Ríos,40 a 44,femenino,1
Entre Ríos,40 a 44,femenino,3
Entre Ríos,40 a 44,femenino,1
Entre Ríos,40 a 44,femenino,1
Entre Ríos,40 a 44,femenino,11
Entre Ríos,40 a 44,femenino,21
Entre Ríos,40 a 44,femenino,20
Entre Ríos,40 a 44,femenino,1
Entre Ríos,40 a 44,femenino,2
Entre Ríos,40 a 44,femenino,2
Entre Ríos,40 a 44,femenino,6
Entre Ríos,40 a 44,femenino,10
Chubut,20 a 24,femenino,7
Chubut,20 a 24,femenino,10
Chubut,20 a 24,femenino,1
Bs.As.,40 a 44,femenino,5
Mendoza,35 a 39,femenino,2
Mendoza,35 a 39,femenino,7
Mendoza,35 a 39,femenino,12
Bs.As.,Menor de 15,femenino,1
CABA,20 a 24,femenino,36
Jujuy,20 a 24,femenino,3
CABA,20 a 24,femenino,63
Corrientes,30 a 34,femenino,1
Corrientes,30 a 34,femenino,1
Corrientes,30 a 34,femenino,4
Corrientes,30 a 34,femenino,3
Catamarca,20 a 24,femenino,1
Bs.As.,15 a 19,femenino,1
Bs.As.,15 a 19,femenino,61
Córdoba,25 a 29,femenino,76
Córdoba,25 a 29,femenino,1
Chubut,15 a 19,femenino,48
Jujuy,30 a 34,femenino,1
Mendoza,30 a 34,femenino,14
Mendoza,30 a 34,femenino,14
Chaco,20 a 24,femenino,1
Chaco,35 a 39,femenino,1
Córdoba,25 a 29,femenino,245
Córdoba,25 a 29,femenino,537
Córdoba,25 a 29,femenino,328
Córdoba,25 a 29,femenino,1
Córdoba,20 a 24,femenino,1
Córdoba,20 a 24,femenino,1
Córdoba,20 a 24,femenino,2
Córdoba,20 a 24,femenino,5
Córdoba,20 a 24,femenino,22
Córdoba,20 a 24,femenino,67
Córdoba,20 a 24,femenino,25
Chubut,35 a 39,femenino,56
Chubut,35 a 39,femenino,1
Chubut,35 a 39,femenino,1
Chubut,35 a 39,femenino,8
Chubut,35 a 39,femenino,11
Chubut,35 a 39,femenino,6
Chubut,35 a 39,femenino,1
Entre Ríos,15 a 19,femenino,1
Entre Ríos,15 a 19,femenino,2
Córdoba,35 a 39,femenino,1
Córdoba,35 a 39,femenino,4
Córdoba,25 a 29,femenino,1
Chubut,35 a 39,femenino,64
Chubut,35 a 39,femenino,21
Bs.As.,15 a 19,femenino,7
Bs.As.,15 a 19,femenino,3
Bs.As.,15 a 19,femenino,1
Córdoba,De 45 y más,femenino,1
Córdoba,De 45 y más,femenino,1
Bs.As.,15 a 19,femenino,2
Bs.As.,15 a 19,femenino,9
Córdoba,35 a 39,femenino,1
Córdoba,35 a 39,femenino,5
Córdoba,25 a 29,femenino,1
Chubut,15 a 19,femenino,30
Córdoba,35 a 39,femenino,4
Catamarca,20 a 24,femenino,1
Chubut,40 a 44,femenino,1
Chubut,40 a 44,femenino,2
Córdoba,25 a 29,femenino,1
Córdoba,25 a 29,femenino,2
Córdoba,25 a 29,femenino,16
Córdoba,25 a 29,femenino,119
Córdoba,25 a 29,femenino,301
Córdoba,25 a 29,femenino,157
Córdoba,25 a 29,femenino,2
Chubut,40 a 44,femenino,9
Chubut,40 a 44,femenino,15
CABA,40 a 44,femenino,131
CABA,40 a 44,femenino,268
CABA,40 a 44,femenino,164
CABA,40 a 44,femenino,1
CABA,40 a 44,femenino,1
CABA,40 a 44,femenino,1
CABA,40 a 44,femenino,1
CABA,40 a 44,femenino,1
CABA,40 a 44,femenino,6
CABA,40 a 44,femenino,17
CABA,40 a 44,femenino,12
CABA,De 45 y más,femenino,2
CABA,De 45 y más,femenino,3
CABA,De 45 y más,femenino,1
Corrientes,35 a 39,femenino,2
Corrientes,35 a 39,femenino,14
Corrientes,35 a 39,femenino,28
Corrientes,35 a 39,femenino,25
Corrientes,35 a 39,femenino,2
Corrientes,35 a 39,femenino,3
Córdoba,30 a 34,femenino,1
Córdoba,30 a 34,femenino,10
Córdoba,30 a 34,femenino,74
Bs.As.,15 a 19,femenino,37
Chubut,40 a 44,femenino,3
Corrientes,35 a 39,femenino,32
Córdoba,25 a 29,femenino,1
Entre Ríos,20 a 24,femenino,2
Chubut,40 a 44,femenino,1
Córdoba,30 a 34,femenino,3
Córdoba,30 a 34,femenino,22
Córdoba,30 a 34,femenino,14
Córdoba,30 a 34,femenino,4
Córdoba,30 a 34,femenino,2
Córdoba,30 a 34,femenino,3
Córdoba,30 a 34,femenino,19
Córdoba,30 a 34,femenino,167
Córdoba,30 a 34,femenino,287
Córdoba,30 a 34,femenino,231
Córdoba,30 a 34,femenino,1
Córdoba,30 a 34,femenino,2
Córdoba,30 a 34,femenino,1
Córdoba,30 a 34,femenino,7
Córdoba,30 a 34,femenino,2
Córdoba,30 a 34,femenino,2
Córdoba,30 a 34,femenino,1
Jujuy,40 a 44,femenino,5
Bs.As.,De 45 y más,femenino,59
Bs.As.,De 45 y más,femenino,27
Bs.As.,De 45 y más,femenino,1
Bs.As.,De 45 y más,femenino,1
Bs.As.,De 45 y más,femenino,6
Bs.As.,De 45 y más,femenino,5
Bs.As.,Menor de 15,femenino,2
CABA,35 a 39,femenino,13
Bs.As.,Menor de 15,femenino,1
Bs.As.,Menor de 15,femenino,5
Jujuy,20 a 24,femenino,18
Bs.As.,35 a 39,femenino,10
Bs.As.,35 a 39,femenino,1
Catamarca,20 a 24,femenino,2
Bs.As.,35 a 39,femenino,276
Córdoba,40 a 44,femenino,1
Córdoba,30 a 34,femenino,132
Corrientes,35 a 39,femenino,1
Mendoza,40 a 44,femenino,6
Santa Fe,25 a 29,femenino,293
Entre Ríos,40 a 44,femenino,2
Entre Ríos,40 a 44,femenino,22
Mendoza,40 a 44,femenino,3
Mendoza,40 a 44,femenino,1
Mendoza,40 a 44,femenino,1
Mendoza,40 a 44,femenino,1
Mendoza,40 a 44,femenino,2
Mendoza,40 a 44,femenino,12
Mendoza,40 a 44,femenino,26
Mendoza,40 a 44,femenino,10
Mendoza,40 a 44,femenino,1
Mendoza,40 a 44,femenino,2
Mendoza,40 a 44,femenino,2
Mendoza,40 a 44,femenino,2
Santa Fe,30 a 34,femenino,1
Mendoza,40 a 44,femenino,1
Mendoza,40 a 44,femenino,18
Entre Ríos,De 45 y más,femenino,2
Mendoza,40 a 44,femenino,20
Mendoza,40 a 44,femenino,1
Mendoza,40 a 44,femenino,5
Mendoza,40 a 44,femenino,16
Mendoza,40 a 44,femenino,3
Mendoza,40 a 44,femenino,1
Mendoza,40 a 44,femenino,3
Mendoza,40 a 44,femenino,2
Mendoza,40 a 44,femenino,2
Mendoza,40 a 44,femenino,5
Mendoza,40 a 44,femenino,37
Mendoza,40 a 44,femenino,63
Mendoza,40 a 44,femenino,28
Mendoza,De 45 y más,femenino,1
Mendoza,De 45 y más,femenino,1
Mendoza,De 45 y más,femenino,1
Mendoza,De 45 y más,femenino,1
Mendoza,De 45 y más,femenino,1
Mendoza,De 45 y más,femenino,2
Mendoza,De 45 y más,femenino,3
Mendoza,De 45 y más,femenino,1
Mendoza,De 45 y más,femenino,1
Mendoza,De 45 y más,femenino,1
Mendoza,De 45 y más,femenino,2
Mendoza,De 45 y más,femenino,1
Mendoza,De 45 y más,femenino,1
Mendoza,De 45 y más,femenino,4
Mendoza,De 45 y más,femenino,5
Mendoza,De 45 y más,femenino,1
Santa Fe,15 a 19,femenino,3
Santa Fe,15 a 19,femenino,1
Santa Fe,15 a 19,femenino,7
Santa Fe,15 a 19,femenino,18
Santa Fe,15 a 19,femenino,7
Santa Fe,15 a 19,femenino,3
Santa Fe,15 a 19,femenino,2
Santa Fe,15 a 19,femenino,1
Santa Fe,15 a 19,femenino,1
Santa Fe,15 a 19,femenino,2
Santa Fe,15 a 19,femenino,8
Chubut,De 45 y más,femenino,1
Chubut,De 45 y más,femenino,1
Chubut,De 45 y más,femenino,1
Chubut,De 45 y más,femenino,1
Chubut,De 45 y más,femenino,2
Chubut,De 45 y más,femenino,1
Santa Fe,15 a 19,femenino,97
Santa Fe,15 a 19,femenino,63
Córdoba,30 a 34,femenino,2
Santa Fe,15 a 19,femenino,3
Santa Fe,15 a 19,femenino,1
Santa Fe,15 a 19,femenino,1
Santa Fe,15 a 19,femenino,11
Santa Fe,15 a 19,femenino,4
Salta,25 a 29,femenino,1
Sgo. del Estero,15 a 19,femenino,1
Sgo. del Estero,15 a 19,femenino,1
Sgo. del Estero,15 a 19,femenino,1
Santa Fe,15 a 19,femenino,31
Santa Fe,15 a 19,femenino,9
Sgo. del Estero,15 a 19,femenino,7
Santa Fe,15 a 19,femenino,2
Sgo. del Estero,15 a 19,femenino,2
Sgo. del Estero,15 a 19,femenino,1
San Juan,Menor de 15,femenino,1
San Juan,Menor de 15,femenino,1
San Juan,Menor de 15,femenino,2
San Juan,Menor de 15,femenino,3
San Juan,Menor de 15,femenino,1
San Juan,15 a 19,femenino,1
San Juan,15 a 19,femenino,1
San Juan,15 a 19,femenino,2
San Juan,15 a 19,femenino,6
San Juan,15 a 19,femenino,2
San Juan,15 a 19,femenino,1
San Juan,15 a 19,femenino,1
Sgo. del Estero,15 a 19,femenino,12
Sgo. del Estero,15 a 19,femenino,34
San Juan,15 a 19,femenino,1
Sgo. del Estero,15 a 19,femenino,1
Santa Fe,15 a 19,femenino,2
Santa Fe,15 a 19,femenino,2
Santa Fe,15 a 19,femenino,7
Santa Fe,15 a 19,femenino,5
Santa Fe,15 a 19,femenino,1
Santa Fe,15 a 19,femenino,1
Santa Fe,25 a 29,femenino,1
Jujuy,30 a 34,femenino,4
Bs.As.,40 a 44,femenino,14
CABA,35 a 39,femenino,29
CABA,35 a 39,femenino,38
Bs.As.,Menor de 15,femenino,3
Santa Fe,20 a 24,femenino,6
Santa Fe,20 a 24,femenino,3
Bs.As.,35 a 39,femenino,32
Santa Fe,20 a 24,femenino,2
Chaco,20 a 24,femenino,24
Santa Fe,20 a 24,femenino,1
Santa Fe,20 a 24,femenino,3
Bs.As.,15 a 19,femenino,80
Santa Fe,20 a 24,femenino,30
Sin Información,30 a 34,femenino,1
Chaco,20 a 24,femenino,5
Chaco,35 a 39,femenino,5
Jujuy,20 a 24,femenino,52
Bs.As.,Sin especificar,femenino,18
Bs.As.,15 a 19,femenino,19
Bs.As.,15 a 19,femenino,16
Bs.As.,15 a 19,femenino,1
Bs.As.,15 a 19,femenino,1
Córdoba,40 a 44,femenino,52
Córdoba,40 a 44,femenino,77
Córdoba,40 a 44,femenino,59
Córdoba,40 a 44,femenino,1
Córdoba,40 a 44,femenino,1
Córdoba,40 a 44,femenino,1
Córdoba,40 a 44,femenino,11
Córdoba,40 a 44,femenino,23
Córdoba,40 a 44,femenino,21
Córdoba,40 a 44,femenino,1
Córdoba,40 a 44,femenino,2
Córdoba,40 a 44,femenino,1
Córdoba,40 a 44,femenino,1
Córdoba,40 a 44,femenino,9
Córdoba,40 a 44,femenino,4
Chubut,35 a 39,femenino,3
Chubut,35 a 39,femenino,1
Chubut,35 a 39,femenino,1
Bs.As.,15 a 19,femenino,1
Córdoba,40 a 44,femenino,71
Córdoba,De 45 y más,femenino,1
Bs.As.,35 a 39,femenino,7
Bs.As.,35 a 39,femenino,1
Bs.As.,35 a 39,femenino,2
Corrientes,25 a 29,femenino,1
Corrientes,25 a 29,femenino,1
Bs.As.,15 a 19,femenino,1
CABA,40 a 44,femenino,1
CABA,40 a 44,femenino,1
Corrientes,25 a 29,femenino,10
Mendoza,30 a 34,femenino,2
Catamarca,20 a 24,femenino,24
CABA,30 a 34,femenino,5
Córdoba,De 45 y más,femenino,2
Córdoba,De 45 y más,femenino,1
Córdoba,De 45 y más,femenino,3
Bs.As.,15 a 19,femenino,718
Bs.As.,15 a 19,femenino,1285
Bs.As.,15 a 19,femenino,737
Bs.As.,15 a 19,femenino,6
Bs.As.,15 a 19,femenino,1
Bs.As.,15 a 19,femenino,5
Bs.As.,15 a 19,femenino,4
Córdoba,De 45 y más,femenino,2
Córdoba,De 45 y más,femenino,1
Córdoba,25 a 29,femenino,3
Córdoba,30 a 34,femenino,3
Córdoba,30 a 34,femenino,2
Córdoba,30 a 34,femenino,1
Córdoba,30 a 34,femenino,1
Córdoba,30 a 34,femenino,3
Córdoba,30 a 34,femenino,1
Córdoba,30 a 34,femenino,1
Córdoba,30 a 34,femenino,13
Córdoba,30 a 34,femenino,36
Córdoba,30 a 34,femenino,30
Córdoba,30 a 34,femenino,1
Córdoba,30 a 34,femenino,1
Córdoba,30 a 34,femenino,2
Mendoza,35 a 39,femenino,33
Mendoza,35 a 39,femenino,33
Mendoza,35 a 39,femenino,1
Mendoza,35 a 39,femenino,3
Mendoza,35 a 39,femenino,8
Mendoza,35 a 39,femenino,9
CABA,15 a 19,femenino,2
CABA,15 a 19,femenino,4
Mendoza,35 a 39,femenino,39
Bs.As.,15 a 19,femenino,454
Córdoba,De 45 y más,femenino,2
Córdoba,De 45 y más,femenino,3
Córdoba,De 45 y más,femenino,2
CABA,15 a 19,femenino,1
CABA,15 a 19,femenino,2
Bs.As.,15 a 19,femenino,5
Bs.As.,15 a 19,femenino,1
CABA,15 a 19,femenino,15
CABA,15 a 19,femenino,1
CABA,15 a 19,femenino,2
CABA,15 a 19,femenino,1
CABA,15 a 19,femenino,1
CABA,15 a 19,femenino,4
CABA,15 a 19,femenino,9
CABA,15 a 19,femenino,4
CABA,20 a 24,femenino,1
CABA,20 a 24,femenino,1
CABA,20 a 24,femenino,1
CABA,20 a 24,femenino,1
CABA,20 a 24,femenino,1
CABA,20 a 24,femenino,6
CABA,20 a 24,femenino,8
Mendoza,35 a 39,femenino,1
Mendoza,35 a 39,femenino,1
Mendoza,35 a 39,femenino,1
Mendoza,35 a 39,femenino,2
Mendoza,35 a 39,femenino,1
Formosa,35 a 39,femenino,1
Formosa,35 a 39,femenino,1
Formosa,35 a 39,femenino,6
Mendoza,35 a 39,femenino,3
La Rioja,25 a 29,femenino,25
Chubut,20 a 24,femenino,72
CABA,35 a 39,femenino,7
Bs.As.,Menor de 15,femenino,1
Jujuy,20 a 24,femenino,12
Salta,15 a 19,femenino,5
Jujuy,20 a 24,femenino,1
Salta,15 a 19,femenino,7
Salta,15 a 19,femenino,1
Bs.As.,15 a 19,femenino,4
Bs.As.,15 a 19,femenino,2
Bs.As.,15 a 19,femenino,1
Chaco,20 a 24,femenino,114
Chaco,35 a 39,femenino,1
Jujuy,20 a 24,femenino,90
Bs.As.,Sin especificar,femenino,26
Córdoba,25 a 29,femenino,33
Córdoba,40 a 44,femenino,4
Córdoba,40 a 44,femenino,1
Córdoba,40 a 44,femenino,1
Córdoba,40 a 44,femenino,8
CABA,35 a 39,femenino,43
CABA,35 a 39,femenino,33
CABA,40 a 44,femenino,1
CABA,40 a 44,femenino,1
CABA,40 a 44,femenino,1
CABA,40 a 44,femenino,1
CABA,40 a 44,femenino,8
CABA,40 a 44,femenino,3
CABA,40 a 44,femenino,1
CABA,40 a 44,femenino,2
CABA,40 a 44,femenino,8
CABA,40 a 44,femenino,24
CABA,40 a 44,femenino,28
Bs.As.,15 a 19,femenino,149
Bs.As.,15 a 19,femenino,274
Bs.As.,15 a 19,femenino,156
Bs.As.,15 a 19,femenino,2
Bs.As.,15 a 19,femenino,2
Córdoba,40 a 44,femenino,142
Bs.As.,35 a 39,femenino,1266
Córdoba,35 a 39,femenino,24
Santa Fe,25 a 29,femenino,97
Santa Fe,25 a 29,femenino,55
Santa Fe,25 a 29,femenino,1
Santa Fe,25 a 29,femenino,2
Santa Fe,25 a 29,femenino,2
Bs.As.,25 a 29,desconocido,1
Bs.As.,25 a 29,desconocido,5
Santa Fe,25 a 29,femenino,12
CABA,40 a 44,femenino,6
CABA,40 a 44,femenino,28
Bs.As.,25 a 29,femenino,35
Bs.As.,25 a 29,femenino,259
Bs.As.,25 a 29,femenino,593
Bs.As.,25 a 29,femenino,399
Bs.As.,25 a 29,femenino,6
Córdoba,De 45 y más,femenino,9
Córdoba,De 45 y más,femenino,2
Córdoba,De 45 y más,femenino,1
CABA,30 a 34,femenino,1
CABA,30 a 34,femenino,1
CABA,30 a 34,femenino,2
CABA,30 a 34,femenino,3
Bs.As.,15 a 19,femenino,2
Bs.As.,15 a 19,femenino,2
Córdoba,De 45 y más,femenino,1
Córdoba,De 45 y más,femenino,2
Córdoba,De 45 y más,femenino,3
Córdoba,De 45 y más,femenino,2
Córdoba,De 45 y más,femenino,4
Córdoba,De 45 y más,femenino,10
Córdoba,De 45 y más,femenino,9
Córdoba,De 45 y más,femenino,5
Córdoba,Sin especificar,femenino,1
Córdoba,Sin especificar,femenino,1
Córdoba,Sin especificar,femenino,1
Córdoba,Sin especificar,femenino,1
Misiones,25 a 29,femenino,49
Misiones,25 a 29,femenino,101
